SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-23-2022,Single Family Residential,4508 Mohr Ave,Pleasanton,CA,94566,1499000,3,2.0,Willow West,1813,7987,1971,,827,,Sold,,,https://www.redfin.com/CA/Pleasanton/4508-Mohr-Ave-94566/home/1973563,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40994720,N,Y,37.6816325,-121.8780078
PAST SALE,July-5-2022,Single Family Residential,4248 Mairmont Dr,Pleasanton,CA,94566,1600000,3,2.0,Heritage Valley,1439,8090,1975,,1112,,Sold,,,https://www.redfin.com/CA/Pleasanton/4248-Mairmont-Dr-94566/home/1714429,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40995111,N,Y,37.679901,-121.8736277
PAST SALE,June-7-2022,Single Family Residential,1387 Greenwood Rd,Pleasanton,CA,94566,2000000,4,3.0,Pleasanton Vally,2140,7913,1969,,935,,Sold,,,https://www.redfin.com/CA/Pleasanton/1387-Greenwood-Rd-94566/home/1646152,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40991763,N,Y,37.6701879,-121.8802312
PAST SALE,August-16-2022,Single Family Residential,4267 Katie Ln,Pleasanton,CA,94588,1320000,3,2.5,Pleasanton,1580,3240,1994,,835,,Sold,,,https://www.redfin.com/CA/Pleasanton/4267-Katie-Ln-94588/home/1660084,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41001841,N,Y,37.6828385,-121.8720712
PAST SALE,June-21-2022,Single Family Residential,4210 Katie Ln,Pleasanton,CA,94588,1550000,4,2.5,Mohr Park,1740,4275,1994,,891,,Sold,,,https://www.redfin.com/CA/Pleasanton/4210-Katie-Ln-94588/home/1204433,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40994348,N,Y,37.6834986,-121.8721157
PAST SALE,July-1-2022,Single Family Residential,3772 Stanley Blvd,Pleasanton,CA,94566,1499000,5,3.0,Pleasanton,2301,2317,2019,,651,188,Sold,,,https://www.redfin.com/CA/Pleasanton/3772-Stanley-Blvd-94566/home/161408661,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40997256,N,Y,37.668012,-121.8638885
PAST SALE,June-28-2022,Single Family Residential,4656 Whiting St,Pleasanton,CA,94566,1220000,3,2.0,Pleasanton,1702,5201,1945,,717,,Sold,,,https://www.redfin.com/CA/Pleasanton/4656-Whiting-St-94566/home/868714,BAREIS,322026082,N,Y,37.6561096,-121.8719823
PAST SALE,July-1-2022,Single Family Residential,4435 Entrada Dr,Pleasanton,CA,94566,1730000,4,3.0,Pleasanton Hgts,2400,10302,1956,,721,,Sold,,,https://www.redfin.com/CA/Pleasanton/4435-Entrada-Dr-94566/home/1660743,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40992798,N,Y,37.6583381,-121.8703591
PAST SALE,August-15-2022,Single Family Residential,4226 Silver St,Pleasanton,CA,94566-6226,1265000,3,2.0,Jensen Tract,1189,6200,1957,,1064,,Sold,,,https://www.redfin.com/CA/Pleasanton/4226-Silver-St-94566/home/1791794,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41000048,N,Y,37.6688499,-121.8718044
PAST SALE,August-25-2022,Single Family Residential,3520 Rathbone Way,Pleasanton,CA,94588,2450000,5,2.5,Stoneridge Park,2522,6798,1996,,971,82,Sold,,,https://www.redfin.com/CA/Pleasanton/3520-Rathbone-Way-94588/home/615584,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41000340,N,Y,37.6913575,-121.8646445
PAST SALE,August-4-2022,Single Family Residential,1909 Fiorio Cir,Pleasanton,CA,94566,1270000,3,2.5,PLEASANTON,1731,3171,1987,,734,92,Sold,,,https://www.redfin.com/CA/Pleasanton/1909-Fiorio-Cir-94566/home/1841131,MLSListings,ML81896264,N,Y,37.6785192,-121.8741168
PAST SALE,August-5-2022,Single Family Residential,2521 Glen Isle Ave,Pleasanton,CA,94588,1360000,3,2.0,Stoneridge Place,1504,5549,1992,,904,169,Sold,,,https://www.redfin.com/CA/Pleasanton/2521-Glen-Isle-Ave-94588/home/1138385,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40993503,N,Y,37.6884008,-121.8683802
PAST SALE,August-8-2022,Single Family Residential,2167 Alexander Way,Pleasanton,CA,94588,1290000,3,2.5,Pleasanton Vlg,1429,4464,1985,,903,15,Sold,,,https://www.redfin.com/CA/Pleasanton/2167-Alexander-Way-94588/home/995907,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40996220,N,Y,37.6867702,-121.8746522
PAST SALE,August-10-2022,Single Family Residential,1832 Cortez Ct,Pleasanton,CA,94566,1282000,3,2.0,Pleasanton,1236,7265,1965,,1037,,Sold,,,https://www.redfin.com/CA/Pleasanton/1832-Cortez-Ct-94566/home/1978748,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41001040,N,Y,37.6756305,-121.8726494
PAST SALE,,Condo/Co-op,1085 Murrieta Blvd #307,Livermore,CA,94550,390000,1,1.0,,758,,1974,,515,,,,,https://www.redfin.com/CA/Livermore/1085-Murrieta-Blvd-94550/unit-307/home/875025,,,N,Y,37.6754698,-121.7812487
PAST SALE,June-10-2022,Single Family Residential,894 Carmel Ave,Livermore,CA,94550,1115000,3,2.0,Livermore,1404,7417,1961,,794,,Sold,,,https://www.redfin.com/CA/Livermore/894-Carmel-Ave-94550/home/1594424,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40991498,N,Y,37.6705931,-121.7869008
PAST SALE,July-29-2022,Single Family Residential,352 Alice Way,Livermore,CA,94550,955000,4,2.0,Carlton Square,1704,8000,1966,,560,,Sold,,,https://www.redfin.com/CA/Livermore/352-Alice-Way-94550/home/1553523,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40998718,N,Y,37.6722794,-121.7977593
PAST SALE,August-3-2022,Single Family Residential,333 Elvira St,Livermore,CA,94550,1120000,4,2.0,Carlton Square,1392,6500,1966,,805,,Sold,,,https://www.redfin.com/CA/Livermore/333-Elvira-St-94550/home/901895,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40991618,N,Y,37.6732906,-121.7983823
PAST SALE,August-4-2022,Single Family Residential,119 Cameo Dr,Livermore,CA,94550,1100000,3,2.0,Tempo,1508,7952,1971,,729,,Sold,,,https://www.redfin.com/CA/Livermore/119-Cameo-Dr-94550/home/1582893,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40998978,N,Y,37.6659057,-121.8007852
PAST SALE,August-10-2022,Single Family Residential,1797 VIA DI SALERNO,Pleasanton,CA,94566,3750000,6,5.0,Ruby Hill,5518,20750,2005,,680,260,Sold,,,https://www.redfin.com/CA/Pleasanton/1797-Via-Di-Salerno-94566/home/2110408,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40992562,N,Y,37.6378484,-121.8031881
PAST SALE,July-11-2022,Condo/Co-op,1926 Railroad Ave #102,Livermore,CA,94550,865000,3,3.5,Livermore,1780,,2006,,486,308,Sold,,,https://www.redfin.com/CA/Livermore/1926-Railroad-Ave-94550/unit-102/home/2113907,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40994879,N,Y,37.682494,-121.773132
PAST SALE,,Single Family Residential,926 Ventura Ave,Livermore,CA,94551,880000,3,2.0,,1428,5320,1956,,616,,,,,https://www.redfin.com/CA/Livermore/926-Ventura-Ave-94551/home/1555499,,,N,Y,37.6817048,-121.7853654
PAST SALE,August-15-2022,Single Family Residential,4359 Mono Vista St,Dublin,CA,94568,1360000,4,3.5,Dublin Hills,2095,2484,2018,,649,80,Sold,,,https://www.redfin.com/CA/Dublin/4359-Mono-Vista-St-94568/home/143118675,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41000521,N,Y,37.7116073,-121.8505457
PAST SALE,July-22-2022,Single Family Residential,2626 Drytown Ave,Dublin,CA,94568,1500000,4,3.5,Dublin Ranch,2042,2262,2018,,735,75,Sold,,,https://www.redfin.com/CA/Dublin/2626-Drytown-Ave-94568/home/143118714,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40983496,N,Y,37.7108563,-121.8513018
PAST SALE,August-17-2022,Condo/Co-op,2000 Central Apt K,Alameda,CA,94501,550000,2,1.0,Central,831,9450,1965,,662,350,Sold,,,https://www.redfin.com/CA/Alameda/2000-Central-Ave-94501/unit-K/home/1034540,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41001632,N,Y,37.7681679,-122.2526934
PAST SALE,July-29-2022,Multi-Family (2-4 Unit),1818 Encinal Ave,Alameda,CA,94501,1455000,4,4.0,Alameda,2752,7105,1920,,529,,Sold,,,https://www.redfin.com/CA/Alameda/1818-Encinal-Ave-94501/home/725824,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40992146,N,Y,37.7673277,-122.2557178
PAST SALE,August-23-2022,Multi-Family (2-4 Unit),1548 Santa Clara Ave,Alameda,CA,94501,1375000,6,4.0,Alameda,3344,7474,1953,,411,,Sold,,,https://www.redfin.com/CA/Alameda/1548-Santa-Clara-Ave-94501/home/664829,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41000103,N,Y,37.7722963,-122.2584541
PAST SALE,July-21-2022,Multi-Family (2-4 Unit),2146 Clinton Ave,Alameda,CA,94501,1475000,3,4.0,Alameda,1913,5720,1914,,771,,Sold,,,https://www.redfin.com/CA/Alameda/2146-Clinton-Ave-94501/home/736200,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40996514,N,Y,37.7614238,-122.2513895
PAST SALE,August-25-2022,Single Family Residential,1717 Paru St,Alameda,CA,94501,910000,4,3.0,Central,1651,4176,1910,,551,,Sold,,,https://www.redfin.com/CA/Alameda/1717-Paru-St-94501/home/1778953,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41003159,N,Y,37.7748833,-122.2563604
PAST SALE,August-25-2022,Single Family Residential,1603 Paru St,Alameda,CA,94501,1350000,5,2.0,Alameda,3069,5800,1896,,440,,Sold,,,https://www.redfin.com/CA/Alameda/1603-Paru-St-94501/home/1168231,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41002178,N,Y,37.7737968,-122.2570804
PAST SALE,,Multi-Family (5+ Unit),407 Vernon St,Oakland,CA,94610,4192500,18,15.0,,12186,8000,1957,,344,,,,,https://www.redfin.com/CA/Oakland/407-Vernon-St-94610/home/727271,,,N,Y,37.8166702,-122.2540007
PAST SALE,August-16-2022,Condo/Co-op,245 Perkins St #408,Oakland,CA,94610,739000,2,2.0,Oakland,1140,17016,1985,,648,606,Sold,,,https://www.redfin.com/CA/Oakland/245-Perkins-St-94610/unit-408/home/942255,San Francisco MLS,422660234,N,Y,37.8147528,-122.2558723
PAST SALE,August-23-2022,Condo/Co-op,455 Crescent St #103,Oakland,CA,94610,330000,1,1.0,Adams Point,768,32167,1968,,430,605,Sold,,,https://www.redfin.com/CA/Oakland/455-Crescent-St-94610/unit-103/home/526243,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40988120,N,Y,37.8140595,-122.2502339
PAST SALE,August-18-2022,Condo/Co-op,250 Montecito Ave #206,Oakland,CA,94610,670000,2,2.0,Adams Point,1325,12797,1964,,506,483,Sold,,,https://www.redfin.com/CA/Oakland/250-Montecito-Ave-94610/unit-206/home/1969803,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41000187,N,Y,37.8125544,-122.2576565
PAST SALE,June-27-2022,Condo/Co-op,377 Palm Ave #203,Oakland,CA,94610,692000,2,2.0,Adams Point,1041,,1970,,665,564,Sold,,,https://www.redfin.com/CA/Oakland/377-Palm-Ave-94610/unit-203/home/526649,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40993656,N,Y,37.8127085,-122.2535575
PAST SALE,July-1-2022,Condo/Co-op,360 Vernon St #304,Oakland,CA,94610,552000,2,1.0,Adams Point,956,8000,1966,,577,543,Sold,,,https://www.redfin.com/CA/Oakland/360-Vernon-St-94610/unit-304/home/1328339,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40991794,N,Y,37.8156612,-122.2546211
PAST SALE,August-3-2022,Condo/Co-op,360 Vernon St #314,Oakland,CA,94610,505000,2,1.0,Adams Point,889,,1961,,568,543,Sold,,,https://www.redfin.com/CA/Oakland/360-Vernon-St-94610/unit-314/home/1653560,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40998156,N,Y,37.8156612,-122.2546211
PAST SALE,June-24-2022,Condo/Co-op,455 Crescent St #108,Oakland,CA,94610,400000,2,1.5,OAKLAND,792,,1968,,505,637,Sold,,,https://www.redfin.com/CA/Oakland/455-Crescent-St-94610/unit-108/home/1187695,MLSListings,ML81893491,N,Y,37.8140595,-122.2502339
PAST SALE,June-28-2022,Condo/Co-op,466 Crescent St #319,Oakland,CA,94610,629000,2,2.0,GRAND LAKE,1030,42488,1971,,611,518,Sold,,,https://www.redfin.com/CA/Oakland/466-Crescent-St-94610/unit-319/home/1398280,BAREIS,322038885,N,Y,37.8134229,-122.2498794
PAST SALE,July-13-2022,Condo/Co-op,555 Jean St #525,Oakland,CA,94610,625000,2,1.0,Grand Lake/ Rose,802,42240,1971,,779,583,Sold,,,https://www.redfin.com/CA/Oakland/555-Jean-St-94610/unit-525/home/999608,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40997275,N,Y,37.8176766,-122.2483187
PAST SALE,August-9-2022,Single Family Residential,658 Jean St,Oakland,CA,94610,1115000,3,1.0,Rose Garden,1304,2280,1921,,855,,Sold,,,https://www.redfin.com/CA/Oakland/658-Jean-St-94610/home/1605669,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41000351,N,Y,37.8185917,-122.2467994
PAST SALE,September-2-2022,Condo/Co-op,407 Orange St #207,Oakland,CA,94610,430000,1,1.0,Adams Point,945,19457,1970,,455,577,Sold,,,https://www.redfin.com/CA/Oakland/407-Orange-St-94610/unit-207/home/525765,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41003650,N,Y,37.8173728,-122.2546875
PAST SALE,,Multi-Family (2-4 Unit),3006 Fruitvale Ave,Oakland,CA,94602,1175000,9,5.0,,3445,5850,1940,,341,,,,,https://www.redfin.com/CA/Oakland/3006-Fruitvale-Ave-94602/home/1913669,,,N,Y,37.794531,-122.2182315
PAST SALE,July-25-2022,Single Family Residential,3733 Randolph Ave,Oakland,CA,94602,1200000,2,1.0,Glenview,1365,4224,1912,,879,,Sold,,,https://www.redfin.com/CA/Oakland/3733-Randolph-Ave-94602/home/630126,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40997807,N,Y,37.8027709,-122.224683
PAST SALE,July-26-2022,Single Family Residential,1620 Macarthur Blvd,Oakland,CA,94602,801000,2,1.5,Glenview,1175,4000,1922,,682,,Sold,,,https://www.redfin.com/CA/Oakland/1620-MacArthur-Blvd-94602/home/1841522,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40998143,N,Y,37.8007413,-122.2233975
PAST SALE,June-22-2022,Single Family Residential,3600 Woodruff Ave,Oakland,CA,94602,1498888,2,2.0,Glenview,1327,3400,1926,,1130,,Sold,,,https://www.redfin.com/CA/Oakland/3600-Woodruff-Ave-94602/home/1803149,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40993953,N,Y,37.8011135,-122.2224223
PAST SALE,July-8-2022,Single Family Residential,1439 HAMPEL St,Oakland,CA,94602,1510000,3,1.0,Glenview,1488,4128,1919,,1015,,Sold,,,https://www.redfin.com/CA/Oakland/1439-Hampel-St-94602/home/1992569,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40996090,N,Y,37.8054729,-122.2219347
PAST SALE,June-27-2022,Single Family Residential,1432 Holman Rd,Oakland,CA,94610,1060000,2,2.0,Crocker Hghlands,1546,5096,1926,,686,17,Sold,,,https://www.redfin.com/CA/Oakland/1432-Holman-Rd-94610/home/1322754,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40990638,N,Y,37.807969,-122.2259019
PAST SALE,June-23-2022,Single Family Residential,2900 Mckillop Rd,Oakland,CA,94602,655000,4,2.0,Lower Glenview,1980,6195,1928,,331,,Sold,,,https://www.redfin.com/CA/Oakland/2900-McKillop-Rd-94602/home/1062984,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40993777,N,Y,37.7950217,-122.2206492
PAST SALE,August-29-2022,Single Family Residential,3800 Glen Park Rd,Oakland,CA,94602,1315000,2,1.0,Glenview,1246,3850,1927,,1055,,Sold,,,https://www.redfin.com/CA/Oakland/3800-Glen-Park-Rd-94602/home/2036272,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41002433,N,Y,37.8038031,-122.2251682
PAST SALE,August-12-2022,Single Family Residential,3903 Woodruff Ave,Oakland,CA,94602,1400000,3,2.0,Glenview,1813,5000,1914,,772,,Sold,,,https://www.redfin.com/CA/Oakland/3903-Woodruff-Ave-94602/home/535376,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40997734,N,Y,37.803986,-122.2222894
PAST SALE,July-15-2022,Condo/Co-op,7692 Tuscany Dr,Dublin,CA,94568,710000,2,2.0,Torrey Pines,950,,1992,,747,440,Sold,,,https://www.redfin.com/CA/Dublin/7692-Tuscany-Dr-94568/home/179810080,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40996595,N,Y,37.726476,-121.91114
PAST SALE,June-13-2022,Single Family Residential,3203 Langhorn Dr,Fremont,CA,94555,1840000,4,2.0,North Gate,1400,5800,1970,,1314,,Sold,,,https://www.redfin.com/CA/Fremont/3203-Langhorn-Dr-94555/home/2021051,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40991876,N,Y,37.5819857,-122.0369758
PAST SALE,August-25-2022,Multi-Family (2-4 Unit),8606 Beverly Ln,Dublin,CA,94568,1150000,4,3.0,Dublin,1926,7367,1968,,597,,Sold,,,https://www.redfin.com/CA/Dublin/8606-Beverly-Ln-94568/home/1165545,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40980863,N,Y,37.7249846,-121.9294893
PAST SALE,,Single Family Residential,8456 Wicklow Ln,Dublin,CA,94568,1150000,3,2.0,,1526,8206,1962,,754,,,,,https://www.redfin.com/CA/Dublin/8456-Wicklow-Ln-94568/home/1560829,,,N,Y,37.7203321,-121.9350006
PAST SALE,July-14-2022,Townhouse,7475 Stonedale Dr,Pleasanton,CA,94588,990000,2,2.5,Stonedale,1502,1460,1988,,659,375,Sold,,,https://www.redfin.com/CA/Pleasanton/7475-Stonedale-Dr-94588/home/1944797,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40996036,N,Y,37.6902029,-121.921233
PAST SALE,July-18-2022,Condo/Co-op,7003 Stagecoach Rd Unit G,Dublin,CA,94568,670000,2,2.0,Alamo Creek,1007,,1992,,665,355,Sold,,,https://www.redfin.com/CA/Dublin/7003-Stagecoach-Rd-94568/unit-G/home/1473386,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40994692,N,Y,37.7150783,-121.9142757
PAST SALE,July-25-2022,Single Family Residential,7432 Bedford Ct,Dublin,CA,94568,1250000,4,2.0,Village,1475,7316,1961,,847,,Sold,,,https://www.redfin.com/CA/Dublin/7432-Bedford-Ct-94568/home/1165193,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40995319,N,Y,37.7147629,-121.9314672
PAST SALE,August-16-2022,Single Family Residential,7395 Limerick Ave,Dublin,CA,94568,1255000,3,2.0,Glen Oaks,1424,6999,1963,,881,,Sold,,,https://www.redfin.com/CA/Dublin/7395-Limerick-Ave-94568/home/1754969,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41002576,N,Y,37.7210917,-121.9285781
PAST SALE,July-25-2022,Single Family Residential,6845 Doreen Ct,Dublin,CA,94568,1110000,3,2.0,Dublin,1258,7223,1965,,882,,Sold,,,https://www.redfin.com/CA/Dublin/6845-Doreen-Ct-94568/home/1167833,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40996793,N,Y,37.7153407,-121.9200662
PAST SALE,June-14-2022,Single Family Residential,6614 Ebensburg Ln,Dublin,CA,94568,1231000,3,2.0,Dublin,1260,5279,1966,,977,,Sold,,,https://www.redfin.com/CA/Dublin/6614-Ebensburg-Ln-94568/home/1167294,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40993512,N,Y,37.7072609,-121.9202662
PAST SALE,August-26-2022,Townhouse,7936 Regional Cmn,Dublin,CA,94568,950000,2,2.5,DUBLIN,1521,18230,2018,,625,311,Sold,,,https://www.redfin.com/CA/Dublin/7936-Regional-Cmn-94568/home/168832560,MLSListings,ML81889889,N,Y,37.7036164,-121.9350632
PAST SALE,August-9-2022,Single Family Residential,8160 Aldea St,Dublin,CA,94568,1200000,3,2.0,Village,1116,6929,1962,,1075,,Sold,,,https://www.redfin.com/CA/Dublin/8160-Aldea-St-94568/home/1059702,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40995769,N,Y,37.7182117,-121.9321783
PAST SALE,August-24-2022,Townhouse,6972 N Mariposa Ln,Dublin,CA,94568,548795,3,2.5,Dublin,1727,,2013,,318,235,Sold,,,https://www.redfin.com/CA/Dublin/6972-N-Mariposa-Ln-94568/home/50264128,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41000880,N,Y,37.7162399,-121.9113314
PAST SALE,September-1-2022,Condo/Co-op,6780 S Mariposa Ln,Dublin,CA,94568,985000,3,2.5,Dublin,1817,,2013,,542,235,Sold,,,https://www.redfin.com/CA/Dublin/6780-S-Mariposa-Ln-94568/home/50261952,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41000581,N,Y,37.7136461,-121.9113897
PAST SALE,June-7-2022,Single Family Residential,5987 Arlene Way,Livermore,CA,94550,1500000,4,3.0,Avondale,2109,8775,1994,,711,,Sold,,,https://www.redfin.com/CA/Livermore/5987-Arlene-Way-94550/home/922691,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40990171,N,Y,37.6942044,-121.7215498
PAST SALE,July-6-2022,Single Family Residential,5813 Flora Cmn,Livermore,CA,94551,1210000,4,3.0,MAGNOLIA COMMON,2314,3983,2012,,523,187,Sold,,,https://www.redfin.com/CA/Livermore/5813-Flora-Cmn-94551/home/50263460,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40992733,N,Y,37.7125875,-121.726871
PAST SALE,August-5-2022,Single Family Residential,4531 Carver Ct,Pleasanton,CA,94588,1610000,4,2.0,Valley Vista,1806,6200,1968,,891,,Sold,,,https://www.redfin.com/CA/Pleasanton/4531-Carver-Ct-94588/home/1758439,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40995960,N,Y,37.690392,-121.9067524
PAST SALE,July-15-2022,Townhouse,3106 El Paseo,Alameda,CA,94502,920000,2,1.5,Alameda,1180,1500,1967,,780,470,Sold,,,https://www.redfin.com/CA/Alameda/3106-El-Paseo-94502/home/1983277,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40995105,N,Y,37.7331673,-122.2464781
PAST SALE,July-22-2022,Townhouse,97 CLAREWOOD Ln,Oakland,CA,94618,1400000,2,2.5,Upper Rockridge,1830,2277,1966,,765,742,Sold,,,https://www.redfin.com/CA/Oakland/97-Clarewood-Ln-94618/home/611266,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41002791,N,Y,37.8378848,-122.2330824
PAST SALE,July-8-2022,Single Family Residential,2558 14Th Ave,Oakland,CA,94606,450000,2,1.0,Oakland,1095,3135,1912,,411,,Sold,,,https://www.redfin.com/CA/Oakland/2558-14th-Ave-94606/home/1329207,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40989534,N,Y,37.7959828,-122.2343456
PAST SALE,July-22-2022,Single Family Residential,2633 22nd Ave,Oakland,CA,94606,780000,2,2.0,Oakland,1206,5074,1926,,647,,Sold,,,https://www.redfin.com/CA/Oakland/2633-22nd-Ave-94606/home/1586114,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40998016,N,Y,37.7927724,-122.2281404
PAST SALE,July-25-2022,Single Family Residential,2025 25th Ave,Oakland,CA,94601-1125,500000,3,1.5,Meadowbrook,1164,3500,1922,,430,,Sold,,,https://www.redfin.com/CA/Oakland/2025-25th-Ave-94601/home/570697,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40998552,N,Y,37.7863492,-122.2286723
PAST SALE,July-26-2022,Single Family Residential,1532 20th Ave,Oakland,CA,94606,500000,2,1.0,San Antonio,828,1960,1918,,604,,Sold,,,https://www.redfin.com/CA/Oakland/1532-20th-Ave-94606/home/532237,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40993853,N,Y,37.7870453,-122.2385672
PAST SALE,August-19-2022,Single Family Residential,1920 East 15 St,Oakland,CA,94606,700000,5,2.0,Oakland,1742,3500,,,402,,Sold,,,https://www.redfin.com/CA/Oakland/1920-E-15th-St-94606/home/532243,San Francisco MLS,422688462,N,Y,37.7871193,-122.2395755
PAST SALE,July-14-2022,Single Family Residential,1730 E 15Th St,Oakland,CA,94606,715000,3,2.5,San Antonio Park,1312,5320,1919,,545,,Sold,,,https://www.redfin.com/CA/Oakland/1730-E-15th-St-94606/home/532441,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40996183,N,Y,37.7884648,-122.2413926
PAST SALE,July-5-2022,Single Family Residential,1812 13Th Ave,Oakland,CA,94606,710000,3,2.0,Clinton Park,1820,2520,1916,,390,,Sold,,,https://www.redfin.com/CA/Oakland/1812-13th-Ave-94606/home/1891257,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40991049,N,Y,37.7925439,-122.2431654
PAST SALE,June-27-2022,Single Family Residential,1732 E 22Nd St,Oakland,CA,94606,1050000,3,2.0,Highland Terrace,1298,5040,1923,,809,,Sold,,,https://www.redfin.com/CA/Oakland/1732-E-22nd-St-94606/home/534040,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40993683,N,Y,37.793338,-122.2367833
PAST SALE,July-27-2022,Single Family Residential,2425 WALLACE St,Oakland,CA,94606,443000,2,1.0,Highland,800,2400,1913,,554,,Sold,,,https://www.redfin.com/CA/Oakland/2425-Wallace-St-94606/home/834379,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40998351,N,Y,37.7952939,-122.2355069
PAST SALE,July-29-2022,Single Family Residential,1826 13Th Ave,Oakland,CA,94606,600000,2,1.0,Clinton,1109,4000,1896,,541,,Sold,,,https://www.redfin.com/CA/Oakland/1826-13th-Ave-94606/home/1570969,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40998598,N,Y,37.7927233,-122.2429438
PAST SALE,,Single Family Residential,2119 Foothill Blvd,Oakland,CA,94606,880000,3,2.0,,2054,8400,1923,,428,,,,,https://www.redfin.com/CA/Oakland/2119-Foothill-Blvd-94606/home/1999220,,,N,Y,37.7863756,-122.2371378
PAST SALE,June-13-2022,Condo/Co-op,2377 Foothill Rd #1,Pleasanton,CA,94588,610000,2,1.0,Laguna Vista Est,810,,1972,,753,380,Sold,,,https://www.redfin.com/CA/Pleasanton/2377-Foothill-Rd-94588/unit-1/home/179387933,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40989465,N,Y,37.6499445,-121.9048505
PAST SALE,July-14-2022,Single Family Residential,7553 Trotter Way,Pleasanton,CA,94566,2025000,4,2.5,Windsor,2192,4950,1995,,924,145,Sold,,,https://www.redfin.com/CA/Pleasanton/7553-Trotter-Way-94566/home/1195462,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40995784,N,Y,37.6579327,-121.9043517
